,provider_id,npi_list,tin,tin_type
911,198031,[1447803861],833116653,ein
912,603373,[0],462180828,ein
913,618223,"[1285728063, 1982871166]",261668975,ein
914,247472,[1629009071],113652210,ein
915,405380,[1609209352],462787212,ein
916,515787,"[1245783042, 1073817474, 1053765131, 1831544303, 1467816793, 1215273354, 1144494865, 1639417470, 1295939726, 1295137859, 1093054512, 1184973430, 1427541614, 1740675578, 1902239866, 1801248737, 1700359270]",770576494,ein
917,529082,[1740765452],831752071,ein
918,353494,"[1124002845, 1073543369, 1295704237, 1578547105, 1225062797, 1023042496, 1063510840, 1801867163, 1255371662, 1861422941, 1790957504, 1053794016]",954651079,ein
919,288244,"[1013396118, 1639577802]",371759104,ein
920,531829,"[1326151473, 1265537989]",202167163,ein
921,545408,[1932574597],475681176,ein
922,280988,"[1487020343, 1790288009]",472687888,ein
923,678946,"[1851637292, 1811240237, 1255699971]",460953315,ein
924,42724,[1073685012],000000000,ein
925,611191,[1316420029],833549108,ein
926,365505,[1649828922],842886843,ein
927,76061,[1144314386],430654862,ein
928,638286,"[1689962938, 1124480199, 1215330675, 1194231373, 1518405893, 1336504620, 1063893519, 1619308707, 1861768723, 1285022236, 1417494097, 1013421098, 1063929370, 1275157265, 1245776947, 1568850097, 1134411721, 1962794057, 1568826295, 1508295056, 1023527900]",680400630,ein
929,798526,"[1457683062, 1790430783]",872681592,ein
930,395770,"[0, 1932551017]",462244714,ein
931,762041,"[1164719340, 1124440557]",462142743,ein
932,324770,"[1730150608, 1679559579, 1801874813]",330679780,ein
933,13156,"[1255668455, 1548597438]",352369347,ein
934,740073,[1144358953],651190935,ein
935,438141,"[0, 1881630614, 1043256886, 1891731626]",880099333,ein
936,2285,[1639214778],460487390,ein
937,189617,"[1194835686, 1053496240]",205645928,ein
938,720246,[1366439952],760738974,ein
939,78470,[1801893177],942678796,ein
940,643785,[1083076897],132655001,ein
941,759769,"[1023155934, 1619988300, 1932213709, 1548373285, 1518009034, 1952516304, 1962410506, 1255429510, 1932281813, 1689620460, 1699821835, 1598771511, 1619924305]",731695855,ein
942,113673,[1235195033],752448928,ein
943,272674,[1780937235],800851846,ein
944,649340,"[1639537210, 1003442054, 1528405008, 1639569650, 1326644121, 1295183481, 1235598889, 1982042479, 1558845735, 1942697883, 1093149049, 1144751272, 1942599709, 1720352412, 1386254522, 1275761108, 1437445939, 1790118610, 1255775672, 1083277172, 1275035479, 1649785916, 1952746190, 1740840685, 1770085359, 1366914582, 1245543180, 1699305979, 1780243113, 1013342096, 1023402377, 1427353317, 1982083218, 1942617790, 1396160271, 1265905996, 1861851461, 1942718903, 1952784217, 1558716183, 1659874832]",462843213,ein
945,168733,[1487293585],842963639,ein
946,651908,[1316058217],020769966,ein
947,350178,[1104909688],452459834,ein
948,14549,"[1477098978, 1689015521, 1144844929, 1245738814]",390854535,ein
949,366014,[1477851681],770310392,ein
950,192637,[1518405166],815207483,ein
951,254442,"[1679631279, 1306993464]",800180491,ein
952,174152,[0],010561014,ein
953,163258,[1073680021],953808317,ein
954,654284,"[1780608257, 1356649982, 1144253527, 1104859594, 1902839384, 1477807139, 1396759031, 1598798076, 1336443282, 1942229182, 1700807708, 1003849480, 1669405148]",620850498,ein
955,584766,"[0, 1518469543, 1295243285, 1134649866, 1134637325, 1265958904, 1386050896, 1336166347, 1881283216, 1487822813, 1053791129, 1144746892, 1609375542, 1730681750, 1407224447, 1245751999]",205179677,ein
956,770965,"[1942636634, 1659418473, 1487791216]",263221201,ein
957,360648,"[1356955249, 1083006969, 1497008080, 1801828207, 1720496912, 1164533014]",911990448,ein
958,331350,"[1851791297, 1619240645]",471213342,ein
959,150941,[1578940839],473903605,ein
960,645392,"[1972841765, 1154684231]",264139029,ein
961,269839,"[0, 1992996235, 1174615330, 1891062386, 1083702781, 1396087672]",752918774,ein
962,76814,[0],272207875,ein
963,247524,[0],222669357,ein
964,222479,[1508859323],951656366,ein
965,12050,[1063860534],474120830,ein
966,520774,[0],710996392,ein
967,540833,[1669651675],954641453,ein
968,195258,[1639694797],822326631,ein
969,388890,[1952393076],942506931,ein
970,135076,[1992752794],770509889,ein
971,485292,[1003394149],611897007,ein
972,47931,[1881828317],261203763,ein
973,523924,"[1134442718, 1689025165, 1982091013, 1902207111, 1396085361, 1245688662, 1639694839, 1043672025, 1336631431, 1306353040, 1093168569, 1063898781, 1104343524, 1750647087, 1518262757, 1295918563, 1649514860]",770562654,ein
974,762874,"[1528148772, 1316065493]",010651407,ein
975,659113,[1710116223],463703114,ein
976,727252,[0],364837822,ein
977,65609,[1144287665],770418197,ein
978,173786,[1962796623],264234721,ein
979,453797,[1538159397],621826301,ein
980,738499,[1740699180],471556314,ein
981,127249,[1942261599],030506487,ein
982,205532,[1124377460],454549055,ein
983,660624,"[1538111919, 1992837991]",205352341,ein
984,402905,[1114367497],274658935,ein
985,593566,[1700114303],271347140,ein
986,108869,[1649275868],951934652,ein
987,696085,[1235106782],200160879,ein
988,60781,"[1548457278, 1558896407]",260872070,ein
989,160667,[1669764726],450674107,ein
990,435241,[1366083073],843076845,ein
991,322337,[1376653659],421551679,ein
992,352562,[1518107937],262186548,ein
993,27143,[1568994291],273086955,ein
994,735782,[1710439559],814243450,ein
995,235001,[1093802225],330658239,ein
996,700842,"[1356847966, 1609322734, 1073014775, 1053835603, 1003366477, 1720212749, 1871037952, 1053885913, 1447841093, 1912573429, 1831693472, 1831556281, 1215477856, 1194274365, 1801331277, 1013139963, 1275065955, 1124572698, 1295105708, 1508256710, 1023399391, 1891054615, 1285108027, 1235683715, 1538435607, 1497108377, 1316448210, 1427546803, 1508271552, 1477204907, 1154852093, 1750744694, 1558021360, 1558801092, 1861030082, 1760870596, 1770086704, 1275051468, 1225536063, 1801153903, 1851783658, 1174092365, 1083050421, 1700221207, 1689175788, 1265710131, 1144741240, 1154704278, 1548843287, 1558839597, 1366981680, 1609117092, 1477166916, 1871197020, 1477093599, 1639576416, 1619493848, 1720511470, 1902154115, 1366959645, 1497368104, 1346859949, 1780084855, 1003356478, 1629599824, 1487231700, 1275093361, 1356874002, 1609479450, 1457838864, 1922500578, 1134460520, 1770028151, 1154807980, 1790259661, 1598007239, 1568821627, 1598219065, 1992136774, 1528648417]",203659481,ein
997,443286,[1811289150],270065339,ein
998,147389,"[0, 1053821355]",822947052,ein
999,167328,[1730673153],831887984,ein
1000,768025,"[1982798831, 1629169230, 1467544734, 1992896591, 1306930961, 1013008648]",330385426,ein
1001,399914,[1003098856],260903582,ein
1002,587957,"[1336386218, 1336438902]",273956658,ein
1003,713868,"[1770525370, 1962565416, 1073942678, 1760448054, 1013970037, 1720172554]",953216505,ein
1004,561568,[1437358959],261958413,ein
1005,83268,[1346381415],941729463,ein
1006,764323,[1184784472],000000000,ein
1007,217758,[1669651675],954641453,ein
1008,431994,"[1821442864, 1043291164, 1770726861, 1619111416, 1487017471]",941156621,ein
1009,362572,"[1417062076, 1073677043]",222405059,ein
1010,800222,[1942639786],463943858,ein
1011,736629,[0],952126937,ein
1012,643143,[1588794549],275241555,ein
1013,607107,[1609826304],201422009,ein
1014,218136,[1578860193],000000000,ein
1015,90004,[0],952989708,ein
1016,773936,[1427184712],330722292,ein
1017,676565,[1073561825],582205984,ein
1018,54736,[1184785834],941706811,ein
1019,512075,[0],814413197,ein
1020,581026,[1356347355],431420658,ein
1021,693740,[1891747978],470921521,ein
1022,624724,[1336328244],261150758,ein
1023,339088,[1427160720],061806136,ein
1024,56508,"[1548551997, 1083885917, 1740332931, 1932300738]",943302014,ein
1025,729924,[0],330297623,ein
1026,216772,[1215030861],330329068,ein
1027,174865,[1992794580],731718858,ein
1028,678689,"[1699758128, 1134565930]",462403802,ein
1029,583409,"[1508294083, 1467553958]",463917704,ein
1030,709905,"[1578519815, 1881632149, 1437103777, 1629107750]",621763090,ein
1031,396298,"[1386104990, 1720474828, 1437619954, 1730644931, 1194110312, 1396123600, 1285142034, 1295113306, 1164921219, 1578023107, 1568607885, 1861908360, 1285193326, 1407315542, 1376046524, 1407474653, 1609382100, 1457840761, 1114359478, 1831747377]",815207483,ein
1032,49539,"[1497809735, 1235283722]",237084897,ein
1033,309264,[1760535959],274642456,ein
1034,55213,[1306874532],200785929,ein
1035,288791,[1750773883],465752677,ein
1036,623363,"[1568765345, 1053435578, 1538424049, 1699013631, 1982249835, 1609908730]",452923474,ein
1037,724221,"[1740544121, 1992138002]",202429207,ein
1038,328125,"[0, 1215300470]",475235339,ein
1039,95649,"[1225334097, 1326433525]",453206217,ein
1040,30884,[1669540118],203111961,ein
1041,308601,"[1255797544, 1972198091]",371749452,ein
1042,4495,[1952432015],000000000,ein
1043,310218,[1548334634],263532002,ein
1044,668395,"[1801994447, 1871695346]",900242474,ein
1045,433652,"[0, 1083785513, 1861793721, 1053662841, 1649782178, 1306482344, 1306387733, 1316250574, 1699913640, 1720198179]",208454744,ein
1046,633002,[1063419505],431428048,ein
1047,775772,"[1760828420, 1760567408, 1730266545, 1720164775, 1922185636, 1023206810, 1629268453, 1710221445, 1770932949, 1376740050, 1932117447, 1316021678]",941708999,ein
1048,406293,[1366898488],812301006,ein
1049,709997,[1639316029],061655787,ein
1050,188942,[1588641963],201085617,ein
1051,518848,"[1679791404, 1891913612]",770284440,ein
1052,30003,"[1487127858, 1801384045, 1639387954, 1891180444, 1740624105, 1417313586, 1730422189, 1912040585, 1780647933]",810981716,ein
1053,429211,"[1912251018, 1912925900]",330520397,ein
1054,391293,"[1649228909, 1164533014]",570996421,ein
1055,63687,[1801233846],462847692,ein
1056,726864,"[1376513754, 1457321317, 1619947090]",956003843,ein
1057,29219,"[1750508362, 1942372123]",770354851,ein
1058,709020,"[1518214972, 1003182817]",320049214,ein
1059,317613,[1801217385],000000000,ein
1060,165763,"[1720129893, 1205027869]",330898866,ein
1061,28584,[1174817712],900726820,ein
1062,127523,[1427694702],843485586,ein
1063,615718,[1851860001],464999923,ein
1064,425172,[1346654282],471700038,ein
1065,164799,[1023436797],462942644,ein
1066,713837,[1801854468],954357052,ein
1067,223784,"[1205266772, 1922542992, 1770048712, 1679089692, 1457652463, 1942537733, 1194233569, 1962945618, 1316265952, 1780983346, 1497260392, 1093193328, 1669906129, 1811486624, 1861903460, 1013349125, 1881100154, 1215443221, 1649785916, 1306325485, 1639442502, 1629210794, 1336643097, 1326549155, 1538676101, 1427537893, 1821596198, 1891202560, 1477074615, 1093959819, 1164925392, 1972069300]",263494212,ein
1068,263072,[1265564074],000000000,ein
1069,101747,[1114223765],274501789,ein
1070,224496,[0],831418310,ein
1071,361765,[1821031261],862058527,ein
1072,30303,"[1073819777, 1497081491]",204609336,ein
1073,243181,[1326190778],710576298,ein
1074,240776,[0],954204004,ein
1075,569091,[1316053044],330406164,ein
1076,694273,[1508294083],463917704,ein
1077,702872,[1093866675],563623447,ein
1078,200509,"[1912567983, 1356901318, 1740840701]",473282694,ein
1079,165848,[1407000896],201827376,ein
1080,530558,[1225448293],842494027,ein
1081,505427,"[0, 1245560333, 1316029697, 1932317245, 1104999150, 1295970812, 1710955919, 1770892283, 1558355669, 1891813150, 1023465580, 1376622480]",000000000,ein
1082,401811,[1851364855],953768504,ein
1083,614899,[1306102678],363869305,ein
1084,534064,"[1477685907, 1972612083, 1598901340]",263063034,ein
1085,421873,[1770905929],800947405,ein
1086,203549,[1134261746],000000000,ein
1087,755615,[1033437579],272505707,ein
1088,337967,[1265975700],814562718,ein
1089,75190,"[1790020816, 1659737567, 1275896607, 1932462363, 1871838987, 1679858203, 1639535636]",205693993,ein
1090,605761,[1275594012],770576908,ein
1091,701739,"[1184788630, 1134190705]",752773490,ein
1092,518404,"[1013588250, 1003859414, 1538109418, 1619992823, 1902858483, 1881642205, 1598394686, 1831127497, 1154352003, 1225071384]",843199247,ein
1093,80927,[0],814791043,ein
1094,778913,"[1992982144, 1114997434]",208820576,ein
1095,616032,[1295886067],721575853,ein
1096,160209,[1841550043],270039995,ein
1097,520584,[1457385882],480698712,ein
1098,349589,[1760543359],770270539,ein
1099,467461,[1346344660],237154996,ein
1100,343837,[1437247053],480698712,ein
1101,234397,[1265794986],270417522,ein
1102,633399,"[1093864464, 1073088464, 1831540541, 1619494044]",822079025,ein
1103,666906,[1336472042],262758239,ein
1104,332914,[1962050757],825181692,ein
1105,390913,"[1811288822, 1811502461, 1134571813, 1538329271, 1609378785, 1588189732, 1003068487, 1780647347, 1528596996, 1396391330, 1174062822, 1679071153, 1295355154, 1467913558, 1205228798, 1295111961, 1093027724, 1831504513, 1134474158, 1710371778, 1134510126, 1568868016, 1669669297, 1346795507, 1205368941, 1649578212, 1104360932, 1881909521, 1508347485, 1629631262, 1629532262, 1104144260, 1730566134, 1114415932, 1316487077, 1023632080, 1255866638, 1649727884, 1083117139, 1730551672, 1609540913, 1659518900, 1285160903, 1548889868, 1760797484, 1497917207, 1285282426, 1720117476, 1144865502, 1275918831, 1326565490, 1114578697, 1437609047, 1548480684, 1962065946, 1629323381, 1124473327, 1063662732, 1902429194, 1972023802, 1386176238, 1689922635, 1184058471, 1275064966, 1700144557, 1154569903]",821001935,ein
1106,604033,[1396700753],770410936,ein
1107,309718,"[1952449076, 1013950807]",941156581,ein
1108,57607,[1902825268],000000000,ein
1109,32597,[1427289776],000000000,ein
1110,39501,"[0, 1548607773]",943418907,ein
1111,590417,[1881969145],273284522,ein
1112,334417,[1033202361],900125109,ein
1113,301621,[1942519715],680400630,ein
1114,23941,[1699775833],953521794,ein
1115,76890,"[1639552953, 1003306440, 1093062176, 1477069581, 1245516087, 1578031621, 1467914101, 1265980536, 1144872755, 1447746904, 1043729957, 1831689272, 1396290862, 1942698451, 1801386818, 1700237898, 1083191951, 1922449586, 1750815858, 1215322201, 1275094062, 1659737567, 1437798535, 1023511607, 1346661246, 1104394477, 1033684956, 1629411160, 1770058950, 1679009112, 1952705576, 1053774976, 1518341841, 1497152110, 1851748107, 1841604766, 1720452055, 1801215744, 1417204249, 1437516747, 1982112579, 1386165751, 1215422209, 1083995369, 1972071934, 1750827564, 1972059889, 1558791319, 1104054089, 1649720285, 1770978306, 1851721682, 1316595945, 1346790615, 1063897080, 1962947218, 1710380902, 1124512413, 1053869388, 1992250146, 1457841785, 1699156455, 1992239388, 1154718583, 1326456757, 1811476062, 1295959443, 1063929818, 1649636069, 1881079465, 1487024410, 1942648688, 1306476130, 1588067680, 1336534627, 1730613738, 1982099701, 1104321280, 1225468895, 1235488115, 1629559034, 1831536887, 1831520501, 1306240569, 1205307444, 1629497292, 1710436126, 1245477074, 1588967236, 1699133108, 1447690425, 1831668185, 1558517532, 1063987857, 1073121802, 1437556818, 1205381670]",264753045,ein
1116,246763,[1366802696],811274995,ein
1117,771894,[1932289691],251870808,ein
1118,745688,[1205069473],300216085,ein
1119,471539,[1386966588],271783363,ein
1120,673986,[1235404674],263221201,ein
1121,125169,[0],954472676,ein
1122,383745,[1477645927],953031475,ein
1123,436318,[1104822808],330885760,ein
1124,278920,"[0, 1942745674, 1558797787, 1093284952, 1558627828, 1447715321, 1982948709, 1205170883, 1558830414, 1932443769, 1366838385, 1447714340]",263240414,ein
1125,65599,[1053748830],463849945,ein
1126,667638,[1659458289],000000000,ein
1127,369754,"[1407130727, 1447277355]",953253302,ein
1128,294881,"[1245783042, 1073817474, 1053765131, 1003317033, 1215273354, 1639417470, 1710471362, 1093054512, 1184973430, 1427541614, 1215378666, 1801248737, 1083950182]",770576494,ein
1129,240547,"[1568958387, 1518393115, 1790256014, 1992173553]",821351355,ein
1130,468546,[1972672996],510476357,ein
1131,305819,[0],274507145,ein
1132,747339,[0],814007194,ein
1133,535486,[1912920331],010752262,ein
1134,678992,"[1891737078, 1093750747]",262089163,ein
1135,748190,[1326468844],562302852,ein
1136,554924,"[0, 1194050625]",061788190,ein
1137,407142,[1003848060],201036838,ein
1138,203605,[1417328618],475188505,ein
1139,374175,[1851603278],272235193,ein
1140,560962,[0],454916485,ein
1141,614145,[0],010715047,ein
1142,770396,"[1184987281, 1407196421, 1649533753]",020549652,ein
1143,162578,[1306295597],810907301,ein
1144,311728,[1225015985],330861281,ein
1145,798811,[0],270022404,ein
1146,471945,"[1164470860, 1275847287]",861062758,ein
1147,362086,"[1649894262, 1932796240, 1689261638]",823927965,ein
1148,135948,[1205368941],821001935,ein
1149,638220,[1609989946],330241581,ein
1150,754477,"[1518274174, 1174878789, 1154806230, 1023285434, 1346560836, 1184050452, 1881025302, 1144854647, 1063823672, 1780989301, 1508167164, 1538481643, 1972761096, 1275941650, 1740468834, 1265691729, 1023241502, 1841319779, 1467999383, 1447881826, 1699146472, 1609267608, 1114203098, 1356876437, 1891132288, 1063853265, 1447554175, 1386146983, 1053864298, 1083115315]",273179020,ein
1151,35546,[1356362867],452592956,ein
1152,358088,"[1457546913, 1861951352, 1376915793, 1376185090, 1063540003, 1043880818, 1073112058, 1396937868, 1083213953, 1821580929, 1073645610, 1811480940, 1548920010, 1942430046, 1013456631, 1003395153, 1134626179, 1124142435, 1225547375, 1275863144, 1821186347, 1497248793, 1508409665, 1376836411, 1245841774, 1629248752, 1851523955, 1427223015, 1235721119, 1770148603, 1396864377, 1225554736, 1578881447, 1568821692, 1194158931]",811314333,ein
1153,465221,[0],943127590,ein
1154,29845,[1114006277],205137024,ein
1155,561732,[1366419517],956005217,ein
1156,151202,[1801983556],710905694,ein
1157,204698,[1467679258],593780739,ein
1158,371176,[1861760670],113712608,ein
1159,707311,"[1932575909, 1124448931]",454989073,ein
1160,310143,[1679647069],000000000,ein
1161,396933,[1508112707],463528806,ein
1162,148389,"[1396246633, 1578064846, 1770084808, 1558800243]",814005462,ein
1163,383837,[1770713497],263948809,ein
1164,677889,"[1598298309, 1962973602, 1669104519, 1861931297]",872723354,ein
1165,358683,[1013457761],473393869,ein
1166,655085,[1649263492],954590028,ein
1167,349582,"[1255793626, 1184175507, 1952712291, 1891360939, 1548724826, 1548529498, 1407319031, 1124689427, 1780052738, 1821357716, 1366976870, 1497127203, 1619528361, 1174927909, 1386295939, 1871185579, 1346585445, 1407394760, 1689225088, 1043861370, 1518544584, 1811410087, 1245715218, 1942612122, 1760998561, 1144730722, 1669937363, 1265885487, 1700225802, 1376052324, 1316303126, 1134795206, 1598328619, 1659795870, 1336485085, 1063812881, 1528563046, 1225689714, 1003373234, 1417406471, 1770925810, 1932430675, 1477975449, 1609361773, 1922344720, 1386189082, 1891104048, 1952975328, 1932544186, 1912381559, 1508341611, 1871944223, 1316473317, 1972088862, 1528618634, 1164918264, 1780148866, 1205446465, 1962866277, 1891290151, 1114568177, 1568013290, 1851901888, 1083936314, 1558912329, 1588338446, 1841841517, 1164967626, 1255877502, 1265927891, 1225462435, 1609252675, 1356686455, 1780088500, 1265928923, 1215297502, 1619217718, 1952964561, 1508262239, 1316510662, 1508363813, 1972040269, 1811289150, 1336717925, 1083067201, 1972027480, 1013465020, 1609388859, 1033725767, 1821475658, 1154666253, 1730444795, 1073143830, 1902457476, 1952746117, 1891065686, 1972852598, 1811494172, 1760022529, 1982254272, 1376029934, 1811368988, 1962956011, 1316281496, 1851853196, 1427393529, 1982949087, 1972154466, 1669006987, 1134696016, 1538622790, 1942772025, 1174968317, 1356712996, 1427632876, 1356982557, 1164969101, 1023528700, 1972154482]",270065339,ein
1168,130297,[1538761010],861565288,ein
1169,51898,[1699029306],463396113,ein
1170,412333,[1558643346],820867886,ein
1171,186859,[1356625685],452843119,ein
1172,339851,[1700183803],200128417,ein
1173,751840,"[1447253919, 1336143148]",680297790,ein
1174,60720,[1760418370],200391730,ein
1175,656264,[1922027176],330636700,ein
1176,562164,[1023518461],824506517,ein
1177,734006,[0],680422018,ein
1178,463921,[1225016595],953421289,ein
1179,748446,"[1568574366, 1831263045, 1700988128, 1003980350, 1467502708, 1558473355, 1043322944, 1407263569, 1043384324, 1033283395, 1144332040, 1275775447, 1336213594, 1427122191]",203276168,ein
1180,130489,[1376966861],464646405,ein
1181,630548,[1932390549],000000000,ein
1182,652095,"[1063828234, 1639559552]",463314207,ein
1183,508158,[1093156937],462355538,ein
1184,51896,[1417136722],261224195,ein
1185,366400,[1295938819],461592564,ein
1186,437680,"[1407273873, 1306274634]",463385138,ein
1187,592409,"[1740639301, 1487033023]",473861802,ein
1188,542878,[1790735231],941160824,ein
1189,17389,[1245620954],471936031,ein
1190,311629,[1033202072],770215837,ein
1191,211971,[1982975959],453730425,ein
1192,342209,[1356685457],460793231,ein
1193,236712,"[1104335538, 1477894277, 1902342025, 1689186835, 1962737346, 1780956888]",208775445,ein
1194,208976,[1174571871],941461843,ein
1195,232524,[0],953874534,ein
1196,553291,[0],261843290,ein
1197,538252,[1801100839],800194868,ein
1198,445980,[1720633639],824904232,ein
1199,231018,[1700931086],931202278,ein
1200,764791,[1740871979],330729474,ein
1201,565087,[1255329843],954605157,ein
1202,771172,[1922039205],954124770,ein
1203,106169,[1619376803],823891776,ein
1204,378746,[1366773012],271430286,ein
1205,355328,[1881788503],751006381,ein
1206,691169,[1326191958],731678772,ein
1207,470876,[0],953667555,ein
1208,725784,[1083978779],582103066,ein
1209,547598,[1114915675],204822713,ein
1210,364545,[1154747236],460999354,ein
1211,768942,"[1992044184, 1902209703]",480698712,ein
1212,175028,"[1295206407, 1649706946, 1902446594, 1558605212]",832775549,ein
1213,158888,[1972895928],954639093,ein
1214,272240,[1558906305],842118041,ein
1215,32021,"[1093718884, 1972520468]",941205572,ein
1216,713618,[1447472659],061706315,ein
1217,757798,"[1295090132, 1730442237, 1396265252]",821078768,ein
1218,380297,[1467744367],273330139,ein
1219,99417,"[1538351077, 1972556967, 1043263189]",941583439,ein
1220,730746,[1689607384],943316839,ein
1221,311848,[1184654923],752918774,ein
1222,711747,[1982240263],843486031,ein
1223,655017,"[1912260589, 1932415056]",352341220,ein
1224,412878,[1194100198],472304826,ein
1225,47328,[1750781472],464947123,ein
1226,543017,"[1023052248, 1710158498]",330748075,ein
1227,715177,[1003875238],541786082,ein
1228,24674,[1851791297],471213342,ein
1229,714124,[1750702700],233080019,ein
1230,637524,[1619054988],263455352,ein
1231,797207,"[1306311576, 1871521799, 1508202094, 1497914949, 1891740940, 1164666533, 1598712069, 1467443234, 1790760551, 1326076241, 1659626679, 1710912100, 1235120767, 1871657197, 1811200470, 1255374005, 1811962475, 1992933154, 1295099034, 1780687244, 1093757056, 1689602500, 1972545952, 1912995952, 1790727873, 1861435661, 1013908433]",825362420,ein
1232,622939,[1871589911],770386207,ein
1233,368188,[1942603162],462100301,ein
1234,275123,[1447343710],770545189,ein
1235,249914,"[1689043341, 1275173346, 1295259091, 1255769360, 1316453566, 1760887103, 1275173551, 1588005847, 1013258292, 1306153960, 1497096648, 1285151886, 1285978270, 1467841056]",454340514,ein
1236,736375,"[1376641720, 1952308363, 1467667618, 1902803315]",956006143,ein
1237,251604,[1063628501],392054737,ein
1238,678201,[1205928439],201055836,ein
1239,702577,"[1700067279, 1609963578]",480698712,ein
1240,556133,[1861885600],271934626,ein
1241,4550,[1447567227],680453108,ein
1242,259143,[1669414306],954673469,ein
1243,169814,"[1932130473, 1629384540, 1336432426, 1215988985, 1659651818, 1972096717, 1073521274, 1558461475, 1962605170, 1275626178, 1114022696, 1861574394, 1053349464, 1861575524, 1366459232, 1518317932, 1154396059, 1730247990, 1851772420, 1952681470, 1932207990, 1841415007, 1265938260, 1003113259, 1407314560, 1144304981, 1043396500, 1821140393, 1396756391, 1760545032, 1760762587, 1982237327, 1558455246, 1730370248, 1245339159, 1205933199, 1316304538, 1649700709, 1487724894, 1649310970, 1215018718, 1245812148, 1861629198, 1558677278, 1447376447, 1376628982, 1518481407, 1841589819]",000000000,ein
1244,796071,[1144416249],205812466,ein
1245,163606,[0],204360799,ein
1246,314094,[1336525732],472457180,ein
1247,631839,[1962663393],261915988,ein
1248,326219,"[1598272577, 1013981554, 1609314095, 1063743490, 1134424625, 1407007537, 1598008658, 1710272893, 1780835819, 1801291539, 1578714028, 1780989277, 1538491949]",956130458,ein
1249,21051,[1033229323],954868955,ein
1250,216983,[1245362979],770488100,ein
1251,187419,[1225024284],770217510,ein
1252,374603,[1154314201],330902193,ein
1253,711040,[1477681187],330417951,ein
1254,404716,[1205946555],942515405,ein
1255,437651,[1245403567],201020949,ein
1256,476103,[1982758462],870748419,ein
1257,262225,[1952355851],912155421,ein
1258,538207,"[1801859970, 1295213734, 1285612812]",942909203,ein
1259,538234,[1043275183],942934248,ein
1260,632667,[1821253584],262136244,ein
1261,63485,[1982792743],205123265,ein
1262,632065,[1326399296],371701693,ein
1263,464160,"[1154541936, 1952348831, 1407307812, 1932622420, 1558581967, 1669691788, 1699713636, 1720208135, 1154540607, 1609822147, 1548480957, 1093934275, 1013136282, 1174554331, 1972541902, 1023238433, 1801920186, 1508085630, 1497923767]",376000511,ein
1264,279310,[1538131032],204001177,ein
1265,5475,"[1851603278, 1255737391, 1497152763, 1609979723, 1366738825]",272235193,ein
1266,340987,"[1679669675, 1558436766]",271648289,ein
1267,120372,"[0, 1922048511]",952585792,ein
1268,710513,[0],454494671,ein
1269,76753,"[1841564259, 1194385047, 1285141457, 1134516982, 1295045466, 1326328675, 1083135040, 1558727610, 1689106361, 1578842670, 1679012934, 1568766681, 1831473008, 1831488311]",208385662,ein
1270,10035,"[0, 1376620492, 1174060909, 1851466882, 1679797013, 1033689831, 1720126824]",205245235,ein
1271,621567,[1164538211],000000000,ein
1272,554868,[1821029042],510466709,ein
1273,17831,"[1083775209, 1184706012, 1669649778, 1285724542]",886000022,ein
1274,276909,"[1235393075, 1710294988]",352435991,ein
1275,752773,[1013967314],205940887,ein
1276,381218,[1366753600],825362420,ein
1277,770169,[0],061474598,ein
1278,653574,"[1336441450, 1427392679, 1265734230, 1619437886, 1033661152]",844039053,ein
1279,306817,"[1487294385, 1215336201]",471018791,ein
1280,213817,"[1316427446, 1194250258]",821318623,ein
1281,142975,[1396131041],473550779,ein
1282,419350,"[1992939565, 1063646446, 1104194927]",680273974,ein
1283,122611,[1003187881],454340567,ein
1284,619241,[1689723595],010566050,ein
1285,528137,"[1396768321, 1386708261, 1780862375, 1174546055, 1982624425, 1164611695, 1467474544, 1619050119, 1184646549, 1659394401, 1689696957, 1316254840, 1215950068, 1124447115, 1619991965, 1699798082, 1255350336, 1649371220, 1245340454, 1891718748, 1508016767, 1306378690, 1215033204, 1982627725, 1760405583, 1487016960, 1457399933, 1588778773, 1457679946, 1790709012, 1215959382, 1194187393, 1649537663, 1790792844, 1265660484, 1023499191, 1942736509, 1720432560, 1992728570, 1649292913, 1417061557, 1639191794, 1811139637, 1457391641, 1043410681, 1265455265, 1144243965, 1306942248, 1144244476, 1649625500, 1790162428, 1144326117, 1932121209, 1154344091, 1992080618, 1972526788, 1952782781, 1730342395, 1962425892, 1871812941, 1417184805, 1255444535, 1851822084, 1376528489, 1104213941, 1538270806, 1114940947, 1689788895, 1770590820, 1346480175, 1104095678, 1902337041, 1902828056, 1073972337, 1013930908, 1215959689, 1912433673, 1912264078, 1407103906, 1396030920, 1508228891]",330500394,ein
1286,590919,[1205379062],814480658,ein
1287,799026,[1427273507],000000000,ein
1288,768422,[1447369418],462375565,ein
1289,603816,[1174931901],462406010,ein
1290,280766,"[1811080526, 1275975104]",952321786,ein
1291,305463,"[1851488795, 1689779043, 1285099325, 1568496024]",810831411,ein
1292,81470,"[1548724222, 1457872871, 1689326530, 1255824751, 1609351931, 1689059354, 1629364336]",464190320,ein
1293,734946,[0],203602313,ein
1294,679713,[1659401479],271850700,ein
1295,717782,[1134173529],582672225,ein
1296,208340,"[1568574366, 1831263045, 1700988128, 1003980350, 1467502708, 1558473355, 1043322944, 1407263569, 1043384324, 1033283395, 1144332040, 1275775447, 1336213594, 1427122191]",203276168,ein
1297,69747,[1881686046],330918586,ein
